,groupe,subject_id,part,set_number,size,rt,correct,correct_letters,letters_recalled,sim,dist
1129,control,34,sentence-post,,,15172.254999998,1,,,1.0,0.0
1130,control,34,sentence-post,,,10204.299999998,1,,,1.0,0.0
1131,control,34,sentence-post,,,8110.655000004,1,,,1.0,0.0
1132,control,34,sentence-post,,,5414.1650000019,1,,,1.0,0.0
1133,control,34,sentence-post,,,6663.3149999981,1,,,1.0,0.0
1134,control,34,recall-post,3.0,6.0,15678.354999997,0,QTPNRF,NQKLP,0.0,1.0
1135,control,34,sentence-post,,,8541.0950000007,1,,,1.0,0.0
1136,control,34,sentence-post,,,8460.7299999991,1,,,1.0,0.0
1137,control,34,sentence-post,,,10727.959999996,1,,,1.0,0.0
1138,control,34,sentence-post,,,12511.145000004,1,,,1.0,0.0
1139,control,34,recall-post,4.0,4.0,21310.680000002,0,HRFS,QLNS,0.25,0.75
1140,control,34,sentence-post,,,7372.9450000026,1,,,1.0,0.0
1141,control,34,sentence-post,,,7069.5050000069,1,,,1.0,0.0
1142,control,34,sentence-post,,,6415.7100000009,1,,,1.0,0.0
1143,control,34,sentence-post,,,8968.4649999985,1,,,1.0,0.0
1144,control,34,sentence-post,,,7244.7850000029,1,,,1.0,0.0
1145,control,34,sentence-post,,,4082.1849999996,1,,,1.0,0.0
1146,control,34,recall-post,5.0,6.0,25642.095000003,0,HYKTRJ,HNFYLJ,0.33333333333333337,0.6666666666666666
1147,control,34,sentence-post,,,7410.2850000053,1,,,1.0,0.0
1148,control,34,sentence-post,,,9251.2799999965,0,,,1.0,0.0
1149,control,34,sentence-post,,,11316.67,1,,,1.0,0.0
1150,control,34,sentence-post,,,10797.350000001,1,,,1.0,0.0
1151,control,34,recall-post,6.0,4.0,10573.539999998,0,LJTN,LPN,0.5,0.5
1152,control,36,sentence-pre,,,2697.3150000013,1,,,1.0,0.0
1153,control,36,sentence-pre,,,2740.8599999981,1,,,1.0,0.0
1154,control,36,sentence-pre,,,3533.4699999985,1,,,1.0,0.0
1155,control,36,sentence-pre,,,5105.1899999984,1,,,1.0,0.0
1156,control,36,sentence-pre,,,4101.6100000015,1,,,1.0,0.0
1157,control,36,recall-pre,1.0,5.0,5637.3450000028,1,RYSNQ,RYSNQ,1.0,0.0
1158,control,36,sentence-pre,,,,0,,,1.0,0.0
1159,control,36,sentence-pre,,,3894.3099999997,1,,,1.0,0.0
1160,control,36,sentence-pre,,,3522.2049999975,1,,,1.0,0.0
1161,control,36,sentence-pre,,,2250.0049999981,1,,,1.0,0.0
1162,control,36,recall-pre,2.0,4.0,3601.534999998,1,FLYJ,FLYJ,1.0,0.0
1163,control,36,sentence-pre,,,3027.7650000025,1,,,1.0,0.0
1164,control,36,sentence-pre,,,2667.05,1,,,1.0,0.0
1165,control,36,sentence-pre,,,3287.5299999978,1,,,1.0,0.0
1166,control,36,sentence-pre,,,2603.5150000025,1,,,1.0,0.0
1167,control,36,sentence-pre,,,5254.3799999985,1,,,1.0,0.0
1168,control,36,recall-pre,3.0,5.0,5485.9800000013,1,KHPFQ,KHPFQ,1.0,0.0
1169,control,36,sentence-pre,,,3170.5300000031,1,,,1.0,0.0
1170,control,36,sentence-pre,,,3416.1700000004,1,,,1.0,0.0
1171,control,36,sentence-pre,,,2046.9200000007,1,,,1.0,0.0
1172,control,36,sentence-pre,,,2647.1700000002,1,,,1.0,0.0
1173,control,36,sentence-pre,,,4485.3599999987,1,,,1.0,0.0
1174,control,36,sentence-pre,,,3253.0699999988,1,,,1.0,0.0
1175,control,36,recall-pre,4.0,6.0,10524.624999998,1,KRSFHL,KRSFHL,1.0,0.0
1176,control,36,sentence-pre,,,4134.5299999993,1,,,1.0,0.0
1177,control,36,sentence-pre,,,4901.034999999,1,,,1.0,0.0
1178,control,36,sentence-pre,,,4676.2149999995,1,,,1.0,0.0
1179,control,36,sentence-pre,,,7010.0249999996,1,,,1.0,0.0
1180,control,36,sentence-pre,,,3345.4450000026,1,,,1.0,0.0
1181,control,36,sentence-pre,,,5227.8749999969,1,,,1.0,0.0
1182,control,36,recall-pre,5.0,6.0,11083.759999998,0,YSFTKR,FSFKTR,0.5,0.5
1183,control,36,sentence-pre,,,6547.6300000009,1,,,1.0,0.0
1184,control,36,sentence-pre,,,4066.5200000003,1,,,1.0,0.0
1185,control,36,sentence-pre,,,2279.3999999994,1,,,1.0,0.0
1186,control,36,sentence-pre,,,1702.7450000023,1,,,1.0,0.0
1187,control,36,recall-pre,6.0,4.0,5903.795000002,1,JNQT,JNQT,1.0,0.0
1188,control,36,sentence-post,,,4686.4249999998,1,,,1.0,0.0
1189,control,36,sentence-post,,,3976.2850000006,1,,,1.0,0.0
1190,control,36,sentence-post,,,3235.9099999995,1,,,1.0,0.0
1191,control,36,sentence-post,,,2441.429999999,1,,,1.0,0.0
1192,control,36,sentence-post,,,5212.1150000021,1,,,1.0,0.0
1193,control,36,recall-post,1.0,5.0,4295.1700000013,1,QLYNP,QLYNP,1.0,0.0
1194,control,36,sentence-post,,,3761.5550000011,1,,,1.0,0.0
1195,control,36,sentence-post,,,4685.4399999974,1,,,1.0,0.0
1196,control,36,sentence-post,,,,0,,,1.0,0.0
1197,control,36,sentence-post,,,6135.2249999982,1,,,1.0,0.0
1198,control,36,recall-post,2.0,4.0,5073.8600000003,1,LQYH,LQYH,1.0,0.0
1199,control,36,sentence-post,,,4173.2649999976,1,,,1.0,0.0
1200,control,36,sentence-post,,,2882.0799999996,1,,,1.0,0.0
1201,control,36,sentence-post,,,2635.1199999989,1,,,1.0,0.0
1202,control,36,sentence-post,,,2563.0700000003,1,,,1.0,0.0
1203,control,36,sentence-post,,,4125.355,1,,,1.0,0.0
1204,control,36,sentence-post,,,4797.784999999,1,,,1.0,0.0
1205,control,36,recall-post,3.0,6.0,6147.3699999987,0,JSHPFR,JHSPFR,0.6666666666666667,0.3333333333333333
1206,control,36,sentence-post,,,2599.7349999999,1,,,1.0,0.0
1207,control,36,sentence-post,,,3368.8800000018,1,,,1.0,0.0
1208,control,36,sentence-post,,,4132.7050000001,1,,,1.0,0.0
1209,control,36,sentence-post,,,2767.1499999997,1,,,1.0,0.0
1210,control,36,sentence-post,,,2779.1100000031,1,,,1.0,0.0
1211,control,36,sentence-post,,,5616.7700000005,1,,,1.0,0.0
1212,control,36,recall-post,4.0,6.0,5763.4099999995,0,QPJRNF,QPJRFF,0.8333333333333334,0.16666666666666666
1213,control,36,sentence-post,,,4998.2799999998,1,,,1.0,0.0
1214,control,36,sentence-post,,,4526.6249999986,1,,,1.0,0.0
1215,control,36,sentence-post,,,1924.2950000006,1,,,1.0,0.0
1216,control,36,sentence-post,,,5002.9399999985,1,,,1.0,0.0
1217,control,36,recall-post,5.0,4.0,3481.5850000014,1,YTQP,YTQP,1.0,0.0
1218,control,36,sentence-post,,,3971.3650000012,1,,,1.0,0.0
1219,control,36,sentence-post,,,1944.7599999984,1,,,1.0,0.0
1220,control,36,sentence-post,,,3670.8150000013,1,,,1.0,0.0
1221,control,36,sentence-post,,,1454.1800000006,1,,,1.0,0.0
1222,control,36,sentence-post,,,3199.0000000005,1,,,1.0,0.0
1223,control,36,recall-post,6.0,5.0,7425.0749999993,1,FQJNH,FQJNH,1.0,0.0
1224,control,38,sentence-pre,,,2766.1250000001,1,,,1.0,0.0
1225,control,38,sentence-pre,,,1946.5249999994,1,,,1.0,0.0
1226,control,38,sentence-pre,,,2396.7599999996,1,,,1.0,0.0
1227,control,38,sentence-pre,,,1513.2600000006,1,,,1.0,0.0
1228,control,38,sentence-pre,,,2076.6000000003,1,,,1.0,0.0
1229,control,38,recall-pre,1.0,5.0,6090.0249999995,1,PHKLN,PHKLN,1.0,0.0
1230,control,38,sentence-pre,,,2606.7899999998,1,,,1.0,0.0
1231,control,38,sentence-pre,,,1329.5500000004,1,,,1.0,0.0
1232,control,38,sentence-pre,,,2087.7449999998,1,,,1.0,0.0
1233,control,38,sentence-pre,,,1162.4099999999,1,,,1.0,0.0
1234,control,38,sentence-pre,,,1502.0900000009,1,,,1.0,0.0
1235,control,38,sentence-pre,,,2937.4049999997,1,,,1.0,0.0
1236,control,38,recall-pre,2.0,6.0,5972.9299999999,1,LSYQRT,LSYQRT,1.0,0.0
1237,control,38,sentence-pre,,,1866.1200000006,1,,,1.0,0.0
1238,control,38,sentence-pre,,,2202.73,1,,,1.0,0.0
1239,control,38,sentence-pre,,,1822.4449999998,1,,,1.0,0.0
1240,control,38,sentence-pre,,,1632.7849999998,1,,,1.0,0.0
1241,control,38,recall-pre,3.0,4.0,4470.6849999993,1,NHSJ,NHSJ,1.0,0.0
1242,control,38,sentence-pre,,,1704.4450000003,1,,,1.0,0.0
1243,control,38,sentence-pre,,,1438.8650000001,1,,,1.0,0.0
1244,control,38,sentence-pre,,,1496.9700000001,1,,,1.0,0.0
1245,control,38,sentence-pre,,,3243.8750000001,1,,,1.0,0.0
1246,control,38,sentence-pre,,,1590.94,1,,,1.0,0.0
1247,control,38,recall-pre,4.0,5.0,3813.0899999996,1,SJLYP,SJLYP,1.0,0.0
1248,control,38,sentence-pre,,,2926.7299999992,1,,,1.0,0.0
1249,control,38,sentence-pre,,,1104.4500000007,1,,,1.0,0.0
1250,control,38,sentence-pre,,,1447.9999999994,1,,,1.0,0.0
1251,control,38,sentence-pre,,,1326.8250000001,1,,,1.0,0.0
1252,control,38,sentence-pre,,,1758.2250000005,1,,,1.0,0.0
1253,control,38,sentence-pre,,,1944.5649999998,1,,,1.0,0.0
1254,control,38,recall-pre,5.0,6.0,8681.6800000006,0,HSJKPY,SHJKPY,0.6666666666666667,0.3333333333333333
1255,control,38,sentence-pre,,,1835.0650000002,1,,,1.0,0.0
1256,control,38,sentence-pre,,,2711.4649999994,1,,,1.0,0.0
1257,control,38,sentence-pre,,,1955.8700000007,1,,,1.0,0.0
1258,control,38,sentence-pre,,,1735.4650000006,1,,,1.0,0.0
1259,control,38,recall-pre,6.0,4.0,4833.67,1,STJH,STJH,1.0,0.0
1260,control,38,sentence-post,,,2838.8400000003,1,,,1.0,0.0
1261,control,38,sentence-post,,,3752.9699999995,1,,,1.0,0.0
1262,control,38,sentence-post,,,2065.8900000008,1,,,1.0,0.0
1263,control,38,sentence-post,,,2646.9650000001,1,,,1.0,0.0
1264,control,38,sentence-post,,,2820.7299999995,1,,,1.0,0.0
1265,control,38,recall-post,1.0,5.0,5495.5499999996,1,YHPTQ,YHPTQ,1.0,0.0
1266,control,38,sentence-post,,,5557.1100000006,0,,,1.0,0.0
1267,control,38,sentence-post,,,2862.2949999999,1,,,1.0,0.0
1268,control,38,sentence-post,,,3084.28,1,,,1.0,0.0
1269,control,38,sentence-post,,,3837.1900000002,1,,,1.0,0.0
1270,control,38,recall-post,2.0,4.0,5175.7850000004,1,NPYT,NPYT,1.0,0.0
1271,control,38,sentence-post,,,3585.8349999997,1,,,1.0,0.0
1272,control,38,sentence-post,,,2677.3249999997,1,,,1.0,0.0
1273,control,38,sentence-post,,,3305.9649999996,1,,,1.0,0.0
1274,control,38,sentence-post,,,2477.1000000001,1,,,1.0,0.0
1275,control,38,sentence-post,,,2574.1449999996,1,,,1.0,0.0
1276,control,38,recall-post,3.0,5.0,5037.0199999998,1,FHPTQ,FHPTQ,1.0,0.0
1277,control,38,sentence-post,,,2542.7199999995,1,,,1.0,0.0
1278,control,38,sentence-post,,,2042.8599999996,1,,,1.0,0.0
1279,control,38,sentence-post,,,2565.8650000005,1,,,1.0,0.0
1280,control,38,sentence-post,,,3489.2550000004,1,,,1.0,0.0
1281,control,38,sentence-post,,,2192.4049999998,1,,,1.0,0.0
1282,control,38,sentence-post,,,3422.7749999999,1,,,1.0,0.0
1283,control,38,recall-post,4.0,6.0,5120.9150000005,1,JPTFRQ,JPTFRQ,1.0,0.0
1284,control,38,sentence-post,,,3176.7950000004,1,,,1.0,0.0
1285,control,38,sentence-post,,,3178.7899999998,1,,,1.0,0.0
1286,control,38,sentence-post,,,2589.0500000005,1,,,1.0,0.0
1287,control,38,sentence-post,,,2542.3099999998,1,,,1.0,0.0
1288,control,38,sentence-post,,,3526.3000000005,1,,,1.0,0.0
1289,control,38,sentence-post,,,2208.0699999996,1,,,1.0,0.0
1290,control,38,recall-post,5.0,6.0,7117.7200000002,1,JPLHFS,JPLHFS,1.0,0.0
1291,control,38,sentence-post,,,2540.5899999996,1,,,1.0,0.0
1292,control,38,sentence-post,,,3579.635,1,,,1.0,0.0
1293,control,38,sentence-post,,,2554.1600000006,1,,,1.0,0.0
1294,control,38,sentence-post,,,2840.0049999999,1,,,1.0,0.0
1295,control,38,recall-post,6.0,4.0,4172.2549999997,1,NTQH,NTQH,1.0,0.0
1296,control,40,sentence-pre,,,4647.0349999727,0,,,1.0,0.0
1297,control,40,sentence-pre,,,5208.8399999775,0,,,1.0,0.0
1298,control,40,sentence-pre,,,5598.0050000362,1,,,1.0,0.0
1299,control,40,sentence-pre,,,6075.3849999746,0,,,1.0,0.0
1300,control,40,sentence-pre,,,,0,,,1.0,0.0
1301,control,40,sentence-pre,,,,0,,,1.0,0.0
1302,control,40,recall-pre,1.0,6.0,15620.544999954,0,SYKRFJ,FKSYR,0.16666666666666663,0.8333333333333334
1303,control,40,sentence-pre,,,5472.9700000025,1,,,1.0,0.0
1304,control,40,sentence-pre,,,4116.3350000279,0,,,1.0,0.0
1305,control,40,sentence-pre,,,5813.1250000442,1,,,1.0,0.0
1306,control,40,sentence-pre,,,,0,,,1.0,0.0
1307,control,40,sentence-pre,,,5423.7449999782,0,,,1.0,0.0
1308,control,40,recall-pre,2.0,5.0,12831.319999998,0,PFSQN,P_SQ_,0.6,0.4
1309,control,40,sentence-pre,,,5544.7949999943,0,,,1.0,0.0
1310,control,40,sentence-pre,,,4588.0950000137,1,,,1.0,0.0
1311,control,40,sentence-pre,,,,0,,,1.0,0.0
1312,control,40,sentence-pre,,,5692.2650000197,1,,,1.0,0.0
1313,control,40,recall-pre,3.0,4.0,5974.7799999896,1,QRYF,QRYF,1.0,0.0
1314,control,40,sentence-pre,,,,0,,,1.0,0.0
1315,control,40,sentence-pre,,,5018.0650000111,1,,,1.0,0.0
1316,control,40,sentence-pre,,,3527.2649999824,1,,,1.0,0.0
1317,control,40,sentence-pre,,,5865.2499999735,1,,,1.0,0.0
1318,control,40,sentence-pre,,,4801.5100000193,1,,,1.0,0.0
1319,control,40,recall-pre,4.0,5.0,9890.4299999704,0,YTKHQ,KRYHT,0.19999999999999996,0.8
1320,control,40,sentence-pre,,,4889.4299999811,1,,,1.0,0.0
1321,control,40,sentence-pre,,,4415.7899999991,1,,,1.0,0.0
1322,control,40,sentence-pre,,,4621.8349999981,0,,,1.0,0.0
1323,control,40,sentence-pre,,,5182.8499999829,1,,,1.0,0.0
1324,control,40,sentence-pre,,,4706.5799999982,0,,,1.0,0.0
1325,control,40,sentence-pre,,,3842.2850000206,1,,,1.0,0.0
1326,control,40,recall-pre,5.0,6.0,10036.569999997,0,QSLRKN,QSTYN,0.5,0.5
1327,control,40,sentence-pre,,,4934.3400000362,1,,,1.0,0.0
1328,control,40,sentence-pre,,,4548.8800000167,1,,,1.0,0.0
1329,control,40,sentence-pre,,,4921.6799999704,1,,,1.0,0.0
1330,control,40,sentence-pre,,,5765.0950000389,1,,,1.0,0.0
1331,control,40,recall-pre,6.0,4.0,10397.129999998,0,NSPF,TS___,0.19999999999999996,0.8
1332,control,40,sentence-post,,,4204.1150000296,1,,,1.0,0.0
1333,control,40,sentence-post,,,5037.3549999786,0,,,1.0,0.0
1334,control,40,sentence-post,,,3564.0150000108,0,,,1.0,0.0
1335,control,40,sentence-post,,,4756.7399999825,1,,,1.0,0.0
1336,control,40,sentence-post,,,4177.005000005,0,,,1.0,0.0
1337,control,40,recall-post,1.0,5.0,10048.14499995,1,HPSFK,HPSFK,1.0,0.0
1338,control,40,sentence-post,,,5340.6550000072,1,,,1.0,0.0
1339,control,40,sentence-post,,,4358.024999965,1,,,1.0,0.0
1340,control,40,sentence-post,,,4792.9250000161,1,,,1.0,0.0
1341,control,40,sentence-post,,,5482.5600000331,0,,,1.0,0.0
1342,control,40,sentence-post,,,4217.0250000199,0,,,1.0,0.0
1343,control,40,sentence-post,,,4332.4600000051,1,,,1.0,0.0
1344,control,40,recall-post,2.0,6.0,7934.2299999553,0,NQSLJT,NQSLJ,0.8333333333333334,0.16666666666666666
1345,control,40,sentence-post,,,4183.245000022,0,,,1.0,0.0
1346,control,40,sentence-post,,,5035.1299999747,1,,,1.0,0.0
1347,control,40,sentence-post,,,4453.3199999714,1,,,1.0,0.0
1348,control,40,sentence-post,,,3902.1749999956,1,,,1.0,0.0
1349,control,40,sentence-post,,,3608.8050000253,1,,,1.0,0.0
1350,control,40,recall-post,3.0,5.0,5471.9349999796,0,LSYPQ,SLYPQ,0.6,0.4
1351,control,40,sentence-post,,,4599.990000017,1,,,1.0,0.0
1352,control,40,sentence-post,,,4811.6550000268,1,,,1.0,0.0
1353,control,40,sentence-post,,,2675.4799999762,1,,,1.0,0.0
1354,control,40,sentence-post,,,4611.9250000338,1,,,1.0,0.0
1355,control,40,recall-post,4.0,4.0,9317.4350000336,0,HQRJ,HQS_,0.5,0.5
1356,control,40,sentence-post,,,4566.5400000289,1,,,1.0,0.0
1357,control,40,sentence-post,,,4618.4149999754,1,,,1.0,0.0
1358,control,40,sentence-post,,,4145.5150000402,1,,,1.0,0.0
1359,control,40,sentence-post,,,3938.6649999651,1,,,1.0,0.0
1360,control,40,sentence-post,,,5558.154999977,1,,,1.0,0.0
1361,control,40,sentence-post,,,5118.6250000028,1,,,1.0,0.0
1362,control,40,recall-post,5.0,6.0,11405.090000015,0,QFLKSH,Q_LHKY,0.33333333333333337,0.6666666666666666
1363,control,40,sentence-post,,,4377.685000014,1,,,1.0,0.0
1364,control,40,sentence-post,,,4240.9700000426,1,,,1.0,0.0
1365,control,40,sentence-post,,,2928.3000000287,1,,,1.0,0.0
1366,control,40,sentence-post,,,5898.0149999843,0,,,1.0,0.0
1367,control,40,recall-post,6.0,4.0,5296.6749999905,0,NHJL,NTHJ,0.5,0.5
1368,control,42,sentence-pre,,,3957.1,1,,,1.0,0.0
1369,control,42,sentence-pre,,,4915.1,1,,,1.0,0.0
1370,control,42,sentence-pre,,,4922.6,1,,,1.0,0.0
1371,control,42,sentence-pre,,,3986.7,1,,,1.0,0.0
1372,control,42,recall-pre,1.0,4.0,7081.5,0,FKHJ,YKHJ,0.75,0.25
1373,control,42,sentence-pre,,,4090.0,1,,,1.0,0.0
1374,control,42,sentence-pre,,,,0,,,1.0,0.0
1375,control,42,sentence-pre,,,5239.7,1,,,1.0,0.0
1376,control,42,sentence-pre,,,,0,,,1.0,0.0
1377,control,42,recall-pre,2.0,4.0,18324.7,0,JPKR,JKLR,0.5,0.5
1378,control,42,sentence-pre,,,5701.4,1,,,1.0,0.0
1379,control,42,sentence-pre,,,3456.4,1,,,1.0,0.0
1380,control,42,sentence-pre,,,4752.9,1,,,1.0,0.0
1381,control,42,sentence-pre,,,,0,,,1.0,0.0
1382,control,42,sentence-pre,,,5545.3,1,,,1.0,0.0
1383,control,42,recall-pre,3.0,5.0,20432.7,0,HPTQR,HPQR,0.8,0.2
1384,control,42,sentence-pre,,,,0,,,1.0,0.0
1385,control,42,sentence-pre,,,4652.6,1,,,1.0,0.0
1386,control,42,sentence-pre,,,3273.9,1,,,1.0,0.0
1387,control,42,sentence-pre,,,4137.2,0,,,1.0,0.0
1388,control,42,sentence-pre,,,4605.1,1,,,1.0,0.0
1389,control,42,recall-pre,4.0,5.0,8151.0,1,SNPKL,SNPKL,1.0,0.0
1390,control,42,sentence-pre,,,3519.8,1,,,1.0,0.0
1391,control,42,sentence-pre,,,3182.2,1,,,1.0,0.0
1392,control,42,sentence-pre,,,2971.3,1,,,1.0,0.0
1393,control,42,sentence-pre,,,,0,,,1.0,0.0
1394,control,42,sentence-pre,,,4067.4,0,,,1.0,0.0
1395,control,42,sentence-pre,,,4930.2,1,,,1.0,0.0
1396,control,42,recall-pre,5.0,6.0,18860.6,0,FKLSYR,FNPSQ,0.33333333333333337,0.6666666666666666
1397,control,42,sentence-pre,,,5388.6,1,,,1.0,0.0
1398,control,42,sentence-pre,,,3074.0,1,,,1.0,0.0
1399,control,42,sentence-pre,,,4598.5,1,,,1.0,0.0
1400,control,42,sentence-pre,,,2967.9,1,,,1.0,0.0
1401,control,42,sentence-pre,,,4241.4,1,,,1.0,0.0
1402,control,42,sentence-pre,,,6163.7,1,,,1.0,0.0
1403,control,42,recall-pre,6.0,6.0,6151.8,0,PHKNJQ,PHKNQ,0.8333333333333334,0.16666666666666666
1404,control,42,sentence-post,,,4120.7000000002,1,,,1.0,0.0
1405,control,42,sentence-post,,,4480.0,1,,,1.0,0.0
1406,control,42,sentence-post,,,4753.0999999996,1,,,1.0,0.0
1407,control,42,sentence-post,,,4428.6000000001,1,,,1.0,0.0
1408,control,42,sentence-post,,,,0,,,1.0,0.0
1409,control,42,sentence-post,,,5920.5,1,,,1.0,0.0
1410,control,42,recall-post,1.0,6.0,14885.4,0,FSQYHJ,FSQYJH,0.6666666666666667,0.3333333333333333
1411,control,42,sentence-post,,,4651.0999999996,0,,,1.0,0.0
1412,control,42,sentence-post,,,4081.1000000001,0,,,1.0,0.0
1413,control,42,sentence-post,,,5036.1000000001,1,,,1.0,0.0
1414,control,42,sentence-post,,,4780.3000000003,1,,,1.0,0.0
1415,control,42,recall-post,2.0,4.0,19367.0,1,LHQS,LHQS,1.0,0.0
1416,control,42,sentence-post,,,3353.5999999996,1,,,1.0,0.0
1417,control,42,sentence-post,,,,0,,,1.0,0.0
1418,control,42,sentence-post,,,5361.8999999999,1,,,1.0,0.0
1419,control,42,sentence-post,,,4248.3999999999,1,,,1.0,0.0
1420,control,42,recall-post,3.0,4.0,4356.8000000003,0,SRTL,STL,0.75,0.25
1421,control,42,sentence-post,,,3069.2999999998,1,,,1.0,0.0
1422,control,42,sentence-post,,,2363.2999999998,1,,,1.0,0.0
1423,control,42,sentence-post,,,3390.2999999998,1,,,1.0,0.0
1424,control,42,sentence-post,,,3783.3999999999,1,,,1.0,0.0
1425,control,42,sentence-post,,,3197.0,1,,,1.0,0.0
1426,control,42,recall-post,4.0,5.0,6625.7999999998,1,TJPQS,TJPQS,1.0,0.0
1427,control,42,sentence-post,,,4312.0,1,,,1.0,0.0
1428,control,42,sentence-post,,,5783.3999999999,1,,,1.0,0.0
1429,control,42,sentence-post,,,3972.3000000003,1,,,1.0,0.0
1430,control,42,sentence-post,,,5979.6999999997,1,,,1.0,0.0
1431,control,42,sentence-post,,,3102.5,1,,,1.0,0.0
1432,control,42,sentence-post,,,4298.6999999997,1,,,1.0,0.0
1433,control,42,recall-post,5.0,6.0,9349.1999999997,0,QFJHSP,JSP,0.5,0.5
1434,control,42,sentence-post,,,5405.7999999998,1,,,1.0,0.0
1435,control,42,sentence-post,,,3111.3999999999,1,,,1.0,0.0
1436,control,42,sentence-post,,,4853.1000000001,1,,,1.0,0.0
1437,control,42,sentence-post,,,3426.6000000001,1,,,1.0,0.0
1438,control,42,sentence-post,,,4997.5,1,,,1.0,0.0
1439,control,42,recall-post,6.0,5.0,7167.7000000002,0,RKYQT,RKYT,0.8,0.2
1440,control,46,sentence-pre,,,7159.4750000513,1,,,1.0,0.0
1441,control,46,sentence-pre,,,7112.4999999884,1,,,1.0,0.0
1442,control,46,sentence-pre,,,7830.5449999752,1,,,1.0,0.0
1443,control,46,sentence-pre,,,6477.6399999973,1,,,1.0,0.0
1444,control,46,sentence-pre,,,6105.979999993,1,,,1.0,0.0
1445,control,46,recall-pre,1.0,5.0,15698.124999995,0,JQRPF,JPQR,0.4,0.6
1446,control,46,sentence-pre,,,8105.4349999758,1,,,1.0,0.0
1447,control,46,sentence-pre,,,13328.225000005,1,,,1.0,0.0
1448,control,46,sentence-pre,,,9046.8950000359,0,,,1.0,0.0
1449,control,46,sentence-pre,,,,0,,,1.0,0.0
1450,control,46,sentence-pre,,,8485.8749999548,1,,,1.0,0.0
1451,control,46,sentence-pre,,,10315.474999952,1,,,1.0,0.0
1452,control,46,recall-pre,2.0,6.0,7800.1850000001,0,YHQLPJ,,0.0,1.0
1453,control,46,sentence-pre,,,12358.805000025,1,,,1.0,0.0
1454,control,46,sentence-pre,,,8065.260000003,1,,,1.0,0.0
1455,control,46,sentence-pre,,,8790.7649999834,0,,,1.0,0.0
1456,control,46,sentence-pre,,,6444.2750000162,1,,,1.0,0.0
1457,control,46,sentence-pre,,,8152.6000000304,1,,,1.0,0.0
1458,control,46,sentence-pre,,,9530.1650000038,0,,,1.0,0.0
1459,control,46,recall-pre,3.0,6.0,15539.415000007,0,LSQYFR,SLQYS,0.33333333333333337,0.6666666666666666
1460,control,46,sentence-pre,,,10162.810000009,0,,,1.0,0.0
1461,control,46,sentence-pre,,,6170.764999988,1,,,1.0,0.0
1462,control,46,sentence-pre,,,8432.770000014,1,,,1.0,0.0
1463,control,46,sentence-pre,,,8825.7200000226,1,,,1.0,0.0
1464,control,46,recall-pre,4.0,4.0,12911.454999994,0,FSKY,FLKY,0.75,0.25
1465,control,46,sentence-pre,,,7701.6850000364,1,,,1.0,0.0
1466,control,46,sentence-pre,,,10575.245000015,1,,,1.0,0.0
1467,control,46,sentence-pre,,,13494.550000003,1,,,1.0,0.0
1468,control,46,sentence-pre,,,10976.69000004,1,,,1.0,0.0
1469,control,46,sentence-pre,,,11035.455000005,1,,,1.0,0.0
1470,control,46,recall-pre,5.0,5.0,15572.450000036,0,RJYTP,SRYT,0.4,0.6
1471,control,46,sentence-pre,,,15537.320000003,0,,,1.0,0.0
1472,control,46,sentence-pre,,,10595.13500001,1,,,1.0,0.0
1473,control,46,sentence-pre,,,7399.9450000119,1,,,1.0,0.0
1474,control,46,sentence-pre,,,9268.0300000357,1,,,1.0,0.0
1475,control,46,recall-pre,6.0,4.0,7745.6000000238,0,LPST,SLPT,0.5,0.5
1476,control,46,sentence-post,,,,0,,,1.0,0.0
1477,control,46,sentence-post,,,8004.7699999996,1,,,1.0,0.0
1478,control,46,sentence-post,,,7743.3200000087,1,,,1.0,0.0
1479,control,46,sentence-post,,,8212.910000002,1,,,1.0,0.0
1480,control,46,recall-post,1.0,4.0,2362.4200000195,0,KFTQ,,0.0,1.0
1481,control,46,sentence-post,,,7955.959999992,1,,,1.0,0.0
1482,control,46,sentence-post,,,8200.045000005,1,,,1.0,0.0
1483,control,46,sentence-post,,,14275.575000036,1,,,1.0,0.0
1484,control,46,sentence-post,,,7946.2649999768,0,,,1.0,0.0
1485,control,46,sentence-post,,,13294.82000001,1,,,1.0,0.0
1486,control,46,sentence-post,,,11753.725000017,1,,,1.0,0.0
1487,control,46,recall-post,2.0,6.0,26195.485000033,0,NQYTKP,NSYTP,0.6666666666666667,0.3333333333333333
1488,control,46,sentence-post,,,8520.4099999974,1,,,1.0,0.0
1489,control,46,sentence-post,,,9054.7450000304,0,,,1.0,0.0
1490,control,46,sentence-post,,,13030.635000032,1,,,1.0,0.0
1491,control,46,sentence-post,,,7837.3550000251,1,,,1.0,0.0
1492,control,46,sentence-post,,,13358.284999966,1,,,1.0,0.0
1493,control,46,recall-post,3.0,5.0,16215.564999962,0,YKSRH,YTFSH,0.4,0.6
1494,control,46,sentence-post,,,8628.3849999891,1,,,1.0,0.0
1495,control,46,sentence-post,,,17327.649999992,0,,,1.0,0.0
1496,control,46,sentence-post,,,9449.5999999926,1,,,1.0,0.0
1497,control,46,sentence-post,,,8467.6099999924,1,,,1.0,0.0
1498,control,46,recall-post,4.0,4.0,8235.9249999863,0,YJNS,YJS,0.75,0.25
1499,control,46,sentence-post,,,12820.914999989,1,,,1.0,0.0
1500,control,46,sentence-post,,,,0,,,1.0,0.0
