subject_id,part,set_number,size,rt,correct,correct_letters,letters_recalled
40,sentence-pre,,,6075.3849999746,0,,
40,sentence-pre,,,,0,,
40,sentence-pre,,,,0,,
40,recall-pre,1,6,15620.544999954,0,SYKRFJ,FKSYR
40,sentence-pre,,,5472.9700000025,1,,
40,sentence-pre,,,4116.3350000279,0,,
40,sentence-pre,,,5813.1250000442,1,,
40,sentence-pre,,,,0,,
40,sentence-pre,,,5423.7449999782,0,,
40,recall-pre,2,5,12831.319999998,0,PFSQN,P_SQ_
40,sentence-pre,,,5544.7949999943,0,,
40,sentence-pre,,,4588.0950000137,1,,
40,sentence-pre,,,,0,,
40,sentence-pre,,,5692.2650000197,1,,
40,recall-pre,3,4,5974.7799999896,1,QRYF,QRYF
40,sentence-pre,,,,0,,
40,sentence-pre,,,5018.0650000111,1,,
40,sentence-pre,,,3527.2649999824,1,,
40,sentence-pre,,,5865.2499999735,1,,
40,sentence-pre,,,4801.5100000193,1,,
40,recall-pre,4,5,9890.4299999704,0,YTKHQ,KRYHT
40,sentence-pre,,,4889.4299999811,1,,
40,sentence-pre,,,4415.7899999991,1,,
40,sentence-pre,,,4621.8349999981,0,,
40,sentence-pre,,,5182.8499999829,1,,
40,sentence-pre,,,4706.5799999982,0,,
40,sentence-pre,,,3842.2850000206,1,,
40,recall-pre,5,6,10036.569999997,0,QSLRKN,QSTYN
40,sentence-pre,,,4934.3400000362,1,,
40,sentence-pre,,,4548.8800000167,1,,
40,sentence-pre,,,4921.6799999704,1,,
40,sentence-pre,,,5765.0950000389,1,,
40,recall-pre,6,4,10397.129999998,0,NSPF,TS___
40,sentence-post,,,4204.1150000296,1,,
40,sentence-post,,,5037.3549999786,0,,
40,sentence-post,,,3564.0150000108,0,,
40,sentence-post,,,4756.7399999825,1,,
40,sentence-post,,,4177.005000005,0,,
40,recall-post,1,5,10048.14499995,1,HPSFK,HPSFK
40,sentence-post,,,5340.6550000072,1,,
40,sentence-post,,,4358.024999965,1,,
40,sentence-post,,,4792.9250000161,1,,
40,sentence-post,,,5482.5600000331,0,,
40,sentence-post,,,4217.0250000199,0,,
40,sentence-post,,,4332.4600000051,1,,
40,recall-post,2,6,7934.2299999553,0,NQSLJT,NQSLJ
40,sentence-post,,,4183.245000022,0,,
40,sentence-post,,,5035.1299999747,1,,
40,sentence-post,,,4453.3199999714,1,,
40,sentence-post,,,3902.1749999956,1,,
40,sentence-post,,,3608.8050000253,1,,
40,recall-post,3,5,5471.9349999796,0,LSYPQ,SLYPQ
40,sentence-post,,,4599.990000017,1,,
40,sentence-post,,,4811.6550000268,1,,
40,sentence-post,,,2675.4799999762,1,,
40,sentence-post,,,4611.9250000338,1,,
40,recall-post,4,4,9317.4350000336,0,HQRJ,HQS_
40,sentence-post,,,4566.5400000289,1,,
40,sentence-post,,,4618.4149999754,1,,
40,sentence-post,,,4145.5150000402,1,,
40,sentence-post,,,3938.6649999651,1,,
40,sentence-post,,,5558.154999977,1,,
40,sentence-post,,,5118.6250000028,1,,
40,recall-post,5,6,11405.090000015,0,QFLKSH,Q_LHKY
40,sentence-post,,,4377.685000014,1,,
40,sentence-post,,,4240.9700000426,1,,
40,sentence-post,,,2928.3000000287,1,,
40,sentence-post,,,5898.0149999843,0,,
40,recall-post,6,4,5296.6749999905,0,NHJL,NTHJ
42,sentence-pre,,,3957.1,1,,
42,sentence-pre,,,4915.1,1,,
42,sentence-pre,,,4922.6,1,,
42,sentence-pre,,,3986.7,1,,
42,recall-pre,1,4,7081.5,0,FKHJ,YKHJ
42,sentence-pre,,,4090,1,,
42,sentence-pre,,,,0,,
42,sentence-pre,,,5239.7,1,,
42,sentence-pre,,,,0,,
42,recall-pre,2,4,18324.7,0,JPKR,JKLR
42,sentence-pre,,,5701.4,1,,
42,sentence-pre,,,3456.4,1,,
42,sentence-pre,,,4752.9,1,,
42,sentence-pre,,,,0,,
42,sentence-pre,,,5545.3,1,,
42,recall-pre,3,5,20432.7,0,HPTQR,HPQR
42,sentence-pre,,,,0,,
42,sentence-pre,,,4652.6,1,,
42,sentence-pre,,,3273.9,1,,
42,sentence-pre,,,4137.2,0,,
42,sentence-pre,,,4605.1,1,,
42,recall-pre,4,5,8151,1,SNPKL,SNPKL
42,sentence-pre,,,3519.8,1,,
42,sentence-pre,,,3182.2,1,,
42,sentence-pre,,,2971.3,1,,
42,sentence-pre,,,,0,,
42,sentence-pre,,,4067.4,0,,
42,sentence-pre,,,4930.2,1,,
42,recall-pre,5,6,18860.6,0,FKLSYR,FNPSQ
42,sentence-pre,,,5388.6,1,,
42,sentence-pre,,,3074,1,,
42,sentence-pre,,,4598.5,1,,
42,sentence-pre,,,2967.9,1,,
42,sentence-pre,,,4241.4,1,,
42,sentence-pre,,,6163.7,1,,
42,recall-pre,6,6,6151.8,0,PHKNJQ,PHKNQ
42,sentence-post,,,4120.7000000002,1,,
42,sentence-post,,,4480,1,,
42,sentence-post,,,4753.0999999996,1,,
42,sentence-post,,,4428.6000000001,1,,
42,sentence-post,,,,0,,
42,sentence-post,,,5920.5,1,,
42,recall-post,1,6,14885.4,0,FSQYHJ,FSQYJH
42,sentence-post,,,4651.0999999996,0,,
42,sentence-post,,,4081.1000000001,0,,
42,sentence-post,,,5036.1000000001,1,,
42,sentence-post,,,4780.3000000003,1,,
42,recall-post,2,4,19367,1,LHQS,LHQS
42,sentence-post,,,3353.5999999996,1,,
42,sentence-post,,,,0,,
42,sentence-post,,,5361.8999999999,1,,
42,sentence-post,,,4248.3999999999,1,,
42,recall-post,3,4,4356.8000000003,0,SRTL,STL
42,sentence-post,,,3069.2999999998,1,,
42,sentence-post,,,2363.2999999998,1,,
42,sentence-post,,,3390.2999999998,1,,
42,sentence-post,,,3783.3999999999,1,,
42,sentence-post,,,3197,1,,
42,recall-post,4,5,6625.7999999998,1,TJPQS,TJPQS
42,sentence-post,,,4312,1,,
42,sentence-post,,,5783.3999999999,1,,
42,sentence-post,,,3972.3000000003,1,,
42,sentence-post,,,5979.6999999997,1,,
42,sentence-post,,,3102.5,1,,
42,sentence-post,,,4298.6999999997,1,,
42,recall-post,5,6,9349.1999999997,0,QFJHSP,JSP
42,sentence-post,,,5405.7999999998,1,,
42,sentence-post,,,3111.3999999999,1,,
42,sentence-post,,,4853.1000000001,1,,
42,sentence-post,,,3426.6000000001,1,,
42,sentence-post,,,4997.5,1,,
42,recall-post,6,5,7167.7000000002,0,RKYQT,RKYT
46,sentence-pre,,,7159.4750000513,1,,
46,sentence-pre,,,7112.4999999884,1,,
46,sentence-pre,,,7830.5449999752,1,,
46,sentence-pre,,,6477.6399999973,1,,
46,sentence-pre,,,6105.979999993,1,,
46,recall-pre,1,5,15698.124999995,0,JQRPF,JPQR
46,sentence-pre,,,8105.4349999758,1,,
46,sentence-pre,,,13328.225000005,1,,
46,sentence-pre,,,9046.8950000359,0,,
46,sentence-pre,,,,0,,
46,sentence-pre,,,8485.8749999548,1,,
46,sentence-pre,,,10315.474999952,1,,
46,recall-pre,2,6,7800.1850000001,0,YHQLPJ,
46,sentence-pre,,,12358.805000025,1,,
46,sentence-pre,,,8065.260000003,1,,
46,sentence-pre,,,8790.7649999834,0,,
46,sentence-pre,,,6444.2750000162,1,,
46,sentence-pre,,,8152.6000000304,1,,
46,sentence-pre,,,9530.1650000038,0,,
46,recall-pre,3,6,15539.415000007,0,LSQYFR,SLQYS
46,sentence-pre,,,10162.810000009,0,,
46,sentence-pre,,,6170.764999988,1,,
46,sentence-pre,,,8432.770000014,1,,
46,sentence-pre,,,8825.7200000226,1,,
46,recall-pre,4,4,12911.454999994,0,FSKY,FLKY
46,sentence-pre,,,7701.6850000364,1,,
46,sentence-pre,,,10575.245000015,1,,
46,sentence-pre,,,13494.550000003,1,,
46,sentence-pre,,,10976.69000004,1,,
46,sentence-pre,,,11035.455000005,1,,
46,recall-pre,5,5,15572.450000036,0,RJYTP,SRYT
46,sentence-pre,,,15537.320000003,0,,
46,sentence-pre,,,10595.13500001,1,,
46,sentence-pre,,,7399.9450000119,1,,
